gene_id	gene_name	protein_id	mondo_disease_id	disease_label	mondo_ancestor_id	ancestor_label	experimental_protein_link	linked_protein_ids	linked_protein_names	evidence_strength
ENSG00000156113	KCNMA1	ENSP00000485867	MONDO_0012276	generalized epilepsy-paroxysmal dyskinesia syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000231948;ENSP00000280772;ENSP00000284440;ENSP00000288139;ENSP00000296755;ENSP00000303540;ENSP00000307900;ENSP00000351591;ENSP00000354111;ENSP00000354623;ENSP00000360423;ENSP00000362014;ENSP00000378058;ENSP00000445306;ENSP00000494750	CRBN;ANK3;UCHL1;CACNA1D;MAP1B;SCN1A;GLUL;NLGN3;DNAJC5;WHRN;CACNA1B;DNM1;EFEMP1;ATP1A1;ACTB	292;71;95;62;91;94;65;127;101;72;102;87
ENSG00000156113	KCNMA1	ENSP00000492049	MONDO_0012276	generalized epilepsy-paroxysmal dyskinesia syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000231948;ENSP00000280772;ENSP00000284440;ENSP00000288139;ENSP00000296755;ENSP00000303540;ENSP00000307900;ENSP00000351591;ENSP00000354111;ENSP00000354623;ENSP00000360423;ENSP00000362014;ENSP00000378058;ENSP00000445306;ENSP00000494750	CRBN;ANK3;UCHL1;CACNA1D;MAP1B;SCN1A;GLUL;NLGN3;DNAJC5;WHRN;CACNA1B;DNM1;EFEMP1;ATP1A1;ACTB	292;71;95;62;91;94;65;127;101;72;102;87
ENSG00000156113	KCNMA1	ENSP00000492632	MONDO_0012276	generalized epilepsy-paroxysmal dyskinesia syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000231948;ENSP00000280772;ENSP00000284440;ENSP00000288139;ENSP00000296755;ENSP00000303540;ENSP00000307900;ENSP00000351591;ENSP00000354111;ENSP00000354623;ENSP00000360423;ENSP00000362014;ENSP00000378058;ENSP00000445306;ENSP00000494750	CRBN;ANK3;UCHL1;CACNA1D;MAP1B;SCN1A;GLUL;NLGN3;DNAJC5;WHRN;CACNA1B;DNM1;EFEMP1;ATP1A1;ACTB	292;71;95;62;91;94;65;127;101;72;102;87
ENSG00000156113	KCNMA1	ENSP00000474686	MONDO_0012276	generalized epilepsy-paroxysmal dyskinesia syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000231948;ENSP00000280772;ENSP00000284440;ENSP00000288139;ENSP00000296755;ENSP00000303540;ENSP00000307900;ENSP00000351591;ENSP00000354111;ENSP00000354623;ENSP00000360423;ENSP00000362014;ENSP00000378058;ENSP00000445306;ENSP00000494750	CRBN;ANK3;UCHL1;CACNA1D;MAP1B;SCN1A;GLUL;NLGN3;DNAJC5;WHRN;CACNA1B;DNM1;EFEMP1;ATP1A1;ACTB	292;71;95;62;91;94;65;127;101;72;102;87
ENSG00000053918	KCNQ1	ENSP00000155840	MONDO_0000453	short QT syndrome	MONDO_0004995	cardiovascular disorder	True	ENSP00000261448;ENSP00000266376;ENSP00000268661;ENSP00000288139;ENSP00000291295;ENSP00000303540;ENSP00000333984;ENSP00000353452;ENSP00000363390	CASQ2;CACNA1C;RPL3L;CACNA1D;CALM3;SCN1A;TRDN;MYLK;TRIM63	71;70;289;975;91;100
ENSG00000053918	KCNQ1	ENSP00000334497	MONDO_0000453	short QT syndrome	MONDO_0004995	cardiovascular disorder	True	ENSP00000261448;ENSP00000266376;ENSP00000268661;ENSP00000288139;ENSP00000291295;ENSP00000303540;ENSP00000333984;ENSP00000353452;ENSP00000363390	CASQ2;CACNA1C;RPL3L;CACNA1D;CALM3;SCN1A;TRDN;MYLK;TRIM63	71;70;289;975;91;100
ENSG00000184156	KCNQ3	ENSP00000373648	MONDO_0100023	self-limited familial neonatal epilepsy	MONDO_0005071	nervous system disorder	False	ENSP00000232564;ENSP00000259698;ENSP00000264263;ENSP00000280772;ENSP00000288139;ENSP00000303540;ENSP00000356237;ENSP00000359297;ENSP00000360423;ENSP00000362014;ENSP00000393379	GNB4;RIPOR2;GFM1;ANK3;CACNA1D;SCN1A;SYT2;NSDHL;CACNA1B;DNM1;KIF5C	136;128;270;53;70;45;182;50;71
ENSG00000184156	KCNQ3	ENSP00000429799	MONDO_0100023	self-limited familial neonatal epilepsy	MONDO_0005071	nervous system disorder	False	ENSP00000232564;ENSP00000259698;ENSP00000264263;ENSP00000280772;ENSP00000288139;ENSP00000303540;ENSP00000356237;ENSP00000359297;ENSP00000360423;ENSP00000362014;ENSP00000393379	GNB4;RIPOR2;GFM1;ANK3;CACNA1D;SCN1A;SYT2;NSDHL;CACNA1B;DNM1;KIF5C	136;128;270;53;70;45;182;50;71
ENSG00000117139	KDM5B	ENSP00000356234	MONDO_0001071	intellectual disability	MONDO_0002025	psychiatric disorder	False	ENSP00000354916;ENSP00000363313;ENSP00000386759;ENSP00000449079	CDC14A;PRPF4;SETD2;RDH12	296;166;154;91
ENSG00000117139	KDM5B	ENSP00000356234	MONDO_0001071	intellectual disability	MONDO_0005071	nervous system disorder	True	ENSP00000216254;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000283131;ENSP00000287295;ENSP00000315774;ENSP00000328169;ENSP00000354916;ENSP00000355013;ENSP00000358840;ENSP00000363313;ENSP00000368486;ENSP00000377446;ENSP00000386759;ENSP00000449079;ENSP00000494750	ACO2;NDUFS3;GFM1;NDUFA9;SMARCA5;AIFM1;NDUFS8;JAG2;CDC14A;CTR9;ATP5MK;PRPF4;ZFX;SUCLG1;SETD2;RDH12;ACTB	45;43;53;95;175;68;296;494;166;96;75;154;91;90
ENSG00000117139	KDM5B	ENSP00000356233	MONDO_0001071	intellectual disability	MONDO_0002025	psychiatric disorder	False	ENSP00000354916;ENSP00000363313;ENSP00000386759;ENSP00000449079	CDC14A;PRPF4;SETD2;RDH12	296;166;154;91
ENSG00000117139	KDM5B	ENSP00000356233	MONDO_0001071	intellectual disability	MONDO_0005071	nervous system disorder	True	ENSP00000216254;ENSP00000263774;ENSP00000264263;ENSP00000266544;ENSP00000283131;ENSP00000287295;ENSP00000315774;ENSP00000328169;ENSP00000354916;ENSP00000355013;ENSP00000358840;ENSP00000363313;ENSP00000368486;ENSP00000377446;ENSP00000386759;ENSP00000449079;ENSP00000494750	ACO2;NDUFS3;GFM1;NDUFA9;SMARCA5;AIFM1;NDUFS8;JAG2;CDC14A;CTR9;ATP5MK;PRPF4;ZFX;SUCLG1;SETD2;RDH12;ACTB	45;43;53;95;175;68;296;494;166;96;75;154;91;90
ENSG00000134313	KIDINS220	ENSP00000256707	MONDO_0015007	spastic paraplegia, intellectual disability, nystagmus, and obesity	MONDO_0005071	nervous system disorder	False	ENSP00000222399;ENSP00000252102;ENSP00000283131;ENSP00000283195;ENSP00000299166;ENSP00000309096;ENSP00000354111;ENSP00000354623;ENSP00000377148;ENSP00000393379;ENSP00000419782;ENSP00000420608;ENSP00000423673;ENSP00000428994;ENSP00000449079;ENSP00000494750	LAMB1;NDUFA2;SMARCA5;RANBP2;NDUFB8;B4GAT1;DNAJC5;WHRN;AP1G1;KIF5C;CDK5;EMC1;NDUFA13;GRIA1;RDH12;ACTB	71;129;99;112;187;197;52;91;301;155;56;92
ENSG00000134313	KIDINS220	ENSP00000510510	MONDO_0015007	spastic paraplegia, intellectual disability, nystagmus, and obesity	MONDO_0005071	nervous system disorder	False	ENSP00000222399;ENSP00000252102;ENSP00000283131;ENSP00000283195;ENSP00000299166;ENSP00000309096;ENSP00000354111;ENSP00000354623;ENSP00000377148;ENSP00000393379;ENSP00000419782;ENSP00000420608;ENSP00000423673;ENSP00000428994;ENSP00000449079;ENSP00000494750	LAMB1;NDUFA2;SMARCA5;RANBP2;NDUFB8;B4GAT1;DNAJC5;WHRN;AP1G1;KIF5C;CDK5;EMC1;NDUFA13;GRIA1;RDH12;ACTB	71;129;99;112;187;197;52;91;301;155;56;92
ENSG00000134313	KIDINS220	ENSP00000418974	MONDO_0015007	spastic paraplegia, intellectual disability, nystagmus, and obesity	MONDO_0005071	nervous system disorder	False	ENSP00000222399;ENSP00000252102;ENSP00000283131;ENSP00000283195;ENSP00000299166;ENSP00000309096;ENSP00000354111;ENSP00000354623;ENSP00000377148;ENSP00000393379;ENSP00000419782;ENSP00000420608;ENSP00000423673;ENSP00000428994;ENSP00000449079;ENSP00000494750	LAMB1;NDUFA2;SMARCA5;RANBP2;NDUFB8;B4GAT1;DNAJC5;WHRN;AP1G1;KIF5C;CDK5;EMC1;NDUFA13;GRIA1;RDH12;ACTB	71;129;99;112;187;197;52;91;301;155;56;92
ENSG00000134313	KIDINS220	ENSP00000319947	MONDO_0015007	spastic paraplegia, intellectual disability, nystagmus, and obesity	MONDO_0005071	nervous system disorder	False	ENSP00000222399;ENSP00000252102;ENSP00000283131;ENSP00000283195;ENSP00000299166;ENSP00000309096;ENSP00000354111;ENSP00000354623;ENSP00000377148;ENSP00000393379;ENSP00000419782;ENSP00000420608;ENSP00000423673;ENSP00000428994;ENSP00000449079;ENSP00000494750	LAMB1;NDUFA2;SMARCA5;RANBP2;NDUFB8;B4GAT1;DNAJC5;WHRN;AP1G1;KIF5C;CDK5;EMC1;NDUFA13;GRIA1;RDH12;ACTB	71;129;99;112;187;197;52;91;301;155;56;92
ENSG00000066735	KIF26A	ENSP00000388241	MONDO_0000904	complex cortical dysplasia with other brain malformations	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000393379	KIF5C	78
ENSG00000066735	KIF26A	ENSP00000388241	MONDO_0000904	complex cortical dysplasia with other brain malformations	MONDO_0005071	nervous system disorder	False	ENSP00000248437;ENSP00000393379	TUBA4A;KIF5C	174;78
ENSG00000168280	KIF5C	ENSP00000393379	MONDO_0014116	complex cortical dysplasia with other brain malformations 2	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000283195;ENSP00000299441;ENSP00000388241;ENSP00000417901;ENSP00000441953;ENSP00000494750	RANBP2;DCHS1;KIF26A;GPHN;ORC4;ACTB	292;66;78;91;96
ENSG00000168280	KIF5C	ENSP00000393379	MONDO_0014116	complex cortical dysplasia with other brain malformations 2	MONDO_0005071	nervous system disorder	False	ENSP00000248437;ENSP00000256707;ENSP00000280772;ENSP00000282499;ENSP00000283131;ENSP00000283195;ENSP00000284440;ENSP00000316130;ENSP00000354111;ENSP00000355013;ENSP00000360423;ENSP00000362014;ENSP00000373648;ENSP00000388241;ENSP00000428994;ENSP00000494750	TUBA4A;KIDINS220;ANK3;GRIA4;SMARCA5;RANBP2;UCHL1;SYNE4;DNAJC5;CTR9;CACNA1B;DNM1;KCNQ3;KIF26A;GRIA1;ACTB	296;71;91;123;292;87;394;132;59;98;78
ENSG00000168280	KIF5C	ENSP00000503013	MONDO_0014116	complex cortical dysplasia with other brain malformations 2	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000283195;ENSP00000299441;ENSP00000388241;ENSP00000417901;ENSP00000441953;ENSP00000494750	RANBP2;DCHS1;KIF26A;GPHN;ORC4;ACTB	292;66;78;91;96
ENSG00000168280	KIF5C	ENSP00000503013	MONDO_0014116	complex cortical dysplasia with other brain malformations 2	MONDO_0005071	nervous system disorder	False	ENSP00000248437;ENSP00000256707;ENSP00000280772;ENSP00000282499;ENSP00000283131;ENSP00000283195;ENSP00000284440;ENSP00000316130;ENSP00000354111;ENSP00000355013;ENSP00000360423;ENSP00000362014;ENSP00000373648;ENSP00000388241;ENSP00000428994;ENSP00000494750	TUBA4A;KIDINS220;ANK3;GRIA4;SMARCA5;RANBP2;UCHL1;SYNE4;DNAJC5;CTR9;CACNA1B;DNM1;KCNQ3;KIF26A;GRIA1;ACTB	296;71;91;123;292;87;394;132;59;98;78
ENSG00000168280	KIF5C	ENSP00000503401	MONDO_0014116	complex cortical dysplasia with other brain malformations 2	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000283195;ENSP00000299441;ENSP00000388241;ENSP00000417901;ENSP00000441953;ENSP00000494750	RANBP2;DCHS1;KIF26A;GPHN;ORC4;ACTB	292;66;78;91;96
ENSG00000168280	KIF5C	ENSP00000503401	MONDO_0014116	complex cortical dysplasia with other brain malformations 2	MONDO_0005071	nervous system disorder	False	ENSP00000248437;ENSP00000256707;ENSP00000280772;ENSP00000282499;ENSP00000283131;ENSP00000283195;ENSP00000284440;ENSP00000316130;ENSP00000354111;ENSP00000355013;ENSP00000360423;ENSP00000362014;ENSP00000373648;ENSP00000388241;ENSP00000428994;ENSP00000494750	TUBA4A;KIDINS220;ANK3;GRIA4;SMARCA5;RANBP2;UCHL1;SYNE4;DNAJC5;CTR9;CACNA1B;DNM1;KCNQ3;KIF26A;GRIA1;ACTB	296;71;91;123;292;87;394;132;59;98;78
ENSG00000168280	KIF5C	ENSP00000504291	MONDO_0014116	complex cortical dysplasia with other brain malformations 2	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000283195;ENSP00000299441;ENSP00000388241;ENSP00000417901;ENSP00000441953;ENSP00000494750	RANBP2;DCHS1;KIF26A;GPHN;ORC4;ACTB	292;66;78;91;96
ENSG00000168280	KIF5C	ENSP00000504291	MONDO_0014116	complex cortical dysplasia with other brain malformations 2	MONDO_0005071	nervous system disorder	False	ENSP00000248437;ENSP00000256707;ENSP00000280772;ENSP00000282499;ENSP00000283131;ENSP00000283195;ENSP00000284440;ENSP00000316130;ENSP00000354111;ENSP00000355013;ENSP00000360423;ENSP00000362014;ENSP00000373648;ENSP00000388241;ENSP00000428994;ENSP00000494750	TUBA4A;KIDINS220;ANK3;GRIA4;SMARCA5;RANBP2;UCHL1;SYNE4;DNAJC5;CTR9;CACNA1B;DNM1;KCNQ3;KIF26A;GRIA1;ACTB	296;71;91;123;292;87;394;132;59;98;78
ENSG00000169926	KLF13	ENSP00000302456	MONDO_0005453	congenital heart disease	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000256078;ENSP00000300057;ENSP00000334472;ENSP00000376436;ENSP00000494750	KRAS;MESP1;FOXE3;ETS1;ACTB	91;70;96;58;73
ENSG00000169926	KLF13	ENSP00000302456	MONDO_0005453	congenital heart disease	MONDO_0004995	cardiovascular disorder	False	ENSP00000256078;ENSP00000300057;ENSP00000334472;ENSP00000376436	KRAS;MESP1;FOXE3;ETS1	91;70;96;58
ENSG00000114796	KLHL24	ENSP00000242810	MONDO_0005045	hypertrophic cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000114796	KLHL24	ENSP00000242810	MONDO_0005045	hypertrophic cardiomyopathy	MONDO_0004995	cardiovascular disorder	False			
ENSG00000114796	KLHL24	ENSP00000395012	MONDO_0005045	hypertrophic cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000114796	KLHL24	ENSP00000395012	MONDO_0005045	hypertrophic cardiomyopathy	MONDO_0004995	cardiovascular disorder	False			
ENSG00000114796	KLHL24	ENSP00000419010	MONDO_0005045	hypertrophic cardiomyopathy	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000114796	KLHL24	ENSP00000419010	MONDO_0005045	hypertrophic cardiomyopathy	MONDO_0004995	cardiovascular disorder	False			
ENSG00000213658	LAT	ENSP00000378845	MONDO_0044721	severe combined immunodeficiency due to LAT deficiency	MONDO_0005046	immune system disorder	False	ENSP00000226574;ENSP00000300134;ENSP00000362680;ENSP00000419260	NFKB1;STAT6;SRC;PIK3CG	58;61;53;292
ENSG00000213658	LAT	ENSP00000378841	MONDO_0044721	severe combined immunodeficiency due to LAT deficiency	MONDO_0005046	immune system disorder	False	ENSP00000226574;ENSP00000300134;ENSP00000362680;ENSP00000419260	NFKB1;STAT6;SRC;PIK3CG	58;61;53;292
ENSG00000213658	LAT	ENSP00000457036	MONDO_0044721	severe combined immunodeficiency due to LAT deficiency	MONDO_0005046	immune system disorder	False	ENSP00000226574;ENSP00000300134;ENSP00000362680;ENSP00000419260	NFKB1;STAT6;SRC;PIK3CG	58;61;53;292
ENSG00000213658	LAT	ENSP00000398793	MONDO_0044721	severe combined immunodeficiency due to LAT deficiency	MONDO_0005046	immune system disorder	False	ENSP00000226574;ENSP00000300134;ENSP00000362680;ENSP00000419260	NFKB1;STAT6;SRC;PIK3CG	58;61;53;292
ENSG00000213658	LAT	ENSP00000354119	MONDO_0044721	severe combined immunodeficiency due to LAT deficiency	MONDO_0005046	immune system disorder	False	ENSP00000226574;ENSP00000300134;ENSP00000362680;ENSP00000419260	NFKB1;STAT6;SRC;PIK3CG	58;61;53;292
ENSG00000213658	LAT	ENSP00000456761	MONDO_0044721	severe combined immunodeficiency due to LAT deficiency	MONDO_0005046	immune system disorder	False	ENSP00000226574;ENSP00000300134;ENSP00000362680;ENSP00000419260	NFKB1;STAT6;SRC;PIK3CG	58;61;53;292
ENSG00000143815	LBR	ENSP00000272163	MONDO_0008974	Greenberg dysplasia	MONDO_0021147	disorder of development or morphogenesis	True	ENSP00000256078;ENSP00000359297;ENSP00000494750	KRAS;NSDHL;ACTB	164;450;51
ENSG00000143815	LBR	ENSP00000272163	MONDO_0008974	Greenberg dysplasia	MONDO_0002081	musculoskeletal system disorder	False	ENSP00000256078;ENSP00000363071	KRAS;DES	164;72
ENSG00000143815	LBR	ENSP00000339883	MONDO_0008974	Greenberg dysplasia	MONDO_0021147	disorder of development or morphogenesis	True	ENSP00000256078;ENSP00000359297;ENSP00000494750	KRAS;NSDHL;ACTB	164;450;51
ENSG00000143815	LBR	ENSP00000339883	MONDO_0008974	Greenberg dysplasia	MONDO_0002081	musculoskeletal system disorder	False	ENSP00000256078;ENSP00000363071	KRAS;DES	164;72
ENSG00000143815	LBR	ENSP00000272163	MONDO_0018663	regressive spondylometaphyseal dysplasia	MONDO_0002081	musculoskeletal system disorder	False	ENSP00000256078;ENSP00000363071	KRAS;DES	164;72
ENSG00000143815	LBR	ENSP00000339883	MONDO_0018663	regressive spondylometaphyseal dysplasia	MONDO_0002081	musculoskeletal system disorder	False	ENSP00000256078;ENSP00000363071	KRAS;DES	164;72
ENSG00000144182	LIPT1	ENSP00000377114	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000264263;ENSP00000280346	GFM1;DLAT	98;122
ENSG00000144182	LIPT1	ENSP00000377114	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	True	ENSP00000264263;ENSP00000280346;ENSP00000319531	GFM1;DLAT;GCSH	98;122;513
ENSG00000144182	LIPT1	ENSP00000377115	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000264263;ENSP00000280346	GFM1;DLAT	98;122
ENSG00000144182	LIPT1	ENSP00000377115	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	True	ENSP00000264263;ENSP00000280346;ENSP00000319531	GFM1;DLAT;GCSH	98;122;513
ENSG00000144182	LIPT1	ENSP00000498546	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000264263;ENSP00000280346	GFM1;DLAT	98;122
ENSG00000144182	LIPT1	ENSP00000498546	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	True	ENSP00000264263;ENSP00000280346;ENSP00000319531	GFM1;DLAT;GCSH	98;122;513
ENSG00000189067	LITAF	ENSP00000459533	MONDO_0015626	Charcot-Marie-Tooth disease	MONDO_0005071	nervous system disorder	False	ENSP00000232564;ENSP00000345008;ENSP00000346437;ENSP00000391249;ENSP00000494750	GNB4;FBLN5;ATG7;SEPTIN9;ACTB	46;71;43;47;45
ENSG00000189067	LITAF	ENSP00000483114	MONDO_0015626	Charcot-Marie-Tooth disease	MONDO_0005071	nervous system disorder	False	ENSP00000232564;ENSP00000345008;ENSP00000346437;ENSP00000391249;ENSP00000494750	GNB4;FBLN5;ATG7;SEPTIN9;ACTB	46;71;43;47;45
ENSG00000189067	LITAF	ENSP00000397958	MONDO_0015626	Charcot-Marie-Tooth disease	MONDO_0005071	nervous system disorder	False	ENSP00000232564;ENSP00000345008;ENSP00000346437;ENSP00000391249;ENSP00000494750	GNB4;FBLN5;ATG7;SEPTIN9;ACTB	46;71;43;47;45
ENSG00000189067	LITAF	ENSP00000340118	MONDO_0015626	Charcot-Marie-Tooth disease	MONDO_0005071	nervous system disorder	False	ENSP00000232564;ENSP00000345008;ENSP00000346437;ENSP00000391249;ENSP00000494750	GNB4;FBLN5;ATG7;SEPTIN9;ACTB	46;71;43;47;45
ENSG00000189067	LITAF	ENSP00000459138	MONDO_0015626	Charcot-Marie-Tooth disease	MONDO_0005071	nervous system disorder	False	ENSP00000232564;ENSP00000345008;ENSP00000346437;ENSP00000391249;ENSP00000494750	GNB4;FBLN5;ATG7;SEPTIN9;ACTB	46;71;43;47;45
ENSG00000189067	LITAF	ENSP00000461667	MONDO_0015626	Charcot-Marie-Tooth disease	MONDO_0005071	nervous system disorder	False	ENSP00000232564;ENSP00000345008;ENSP00000346437;ENSP00000391249;ENSP00000494750	GNB4;FBLN5;ATG7;SEPTIN9;ACTB	46;71;43;47;45
ENSG00000189067	LITAF	ENSP00000461813	MONDO_0015626	Charcot-Marie-Tooth disease	MONDO_0005071	nervous system disorder	False	ENSP00000232564;ENSP00000345008;ENSP00000346437;ENSP00000391249;ENSP00000494750	GNB4;FBLN5;ATG7;SEPTIN9;ACTB	46;71;43;47;45
ENSG00000147650	LRP12	ENSP00000399148	MONDO_0020793	oculopharyngodistal myopathy 1	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000147650	LRP12	ENSP00000399148	MONDO_0020793	oculopharyngodistal myopathy 1	MONDO_0005071	nervous system disorder	False	ENSP00000354573;ENSP00000416040	MACF1;KIAA1549	61;91
ENSG00000147650	LRP12	ENSP00000276654	MONDO_0020793	oculopharyngodistal myopathy 1	MONDO_0002081	musculoskeletal system disorder	False			
ENSG00000147650	LRP12	ENSP00000276654	MONDO_0020793	oculopharyngodistal myopathy 1	MONDO_0005071	nervous system disorder	False	ENSP00000354573;ENSP00000416040	MACF1;KIAA1549	61;91
ENSG00000161328	LRRC56	ENSP00000270115	MONDO_0032637	ciliary dyskinesia, primary, 39	MONDO_0005087	respiratory system disorder	False	ENSP00000262103;ENSP00000265191;ENSP00000295709;ENSP00000311899;ENSP00000343847;ENSP00000344431;ENSP00000374045;ENSP00000393222;ENSP00000417061;ENSP00000474529;ENSP00000489675	CLXN;NME5;STK36;DAW1;NEK10;DNAJB13;DNAH6;CFAP221;CFAP74;GAS2L2;DNAH10	104;136;56;126;100;94;174;189;58
ENSG00000180660	MAB21L1	ENSP00000516753	MONDO_0032774	cerebellar, ocular, craniofacial, and genital syndrome			False			
ENSG00000180660	MAB21L1	ENSP00000369251	MONDO_0032774	cerebellar, ocular, craniofacial, and genital syndrome			False			
ENSG00000127603	MACF1	ENSP00000354573	MONDO_0100472	lissencephaly spectrum disorder with complex brainstem malformation	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000256078;ENSP00000268603;ENSP00000339109;ENSP00000442954;ENSP00000494750	KRAS;CDH11;ANAPC1;APC2;ACTB	167;45;62;78;142
ENSG00000127603	MACF1	ENSP00000354573	MONDO_0100472	lissencephaly spectrum disorder with complex brainstem malformation	MONDO_0005071	nervous system disorder	False	ENSP00000232564;ENSP00000248437;ENSP00000276654;ENSP00000280772;ENSP00000354111;ENSP00000362014;ENSP00000442954;ENSP00000494750	GNB4;TUBA4A;LRP12;ANK3;DNAJC5;DNM1;APC2;ACTB	130;109;61;58;168;68;78;142
ENSG00000131711	MAP1B	ENSP00000296755	MONDO_0020341	periventricular nodular heterotopia	MONDO_0005071	nervous system disorder	False	ENSP00000248437;ENSP00000280772;ENSP00000286628;ENSP00000302037;ENSP00000303540;ENSP00000346694;ENSP00000360423;ENSP00000374455	TUBA4A;ANK3;KCNMA1;MFF;SCN1A;HNRNPA2B1;CACNA1B;SQSTM1	110;73;91;69;70;93;313
ENSG00000065328	MCM10	ENSP00000367986	MONDO_0030266	immunodeficiency 80 with or without congenital cardiomyopathy	MONDO_0005046	immune system disorder	True	ENSP00000262105	MCM4	937
ENSG00000065328	MCM10	ENSP00000418268	MONDO_0030266	immunodeficiency 80 with or without congenital cardiomyopathy	MONDO_0005046	immune system disorder	True	ENSP00000262105	MCM4	937
ENSG00000104738	MCM4	ENSP00000262105	MONDO_0012383	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	MONDO_0005046	immune system disorder	True	ENSP00000256078;ENSP00000418268	KRAS;MCM10	86;937
ENSG00000104738	MCM4	ENSP00000496964	MONDO_0012383	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	MONDO_0005046	immune system disorder	True	ENSP00000256078;ENSP00000418268	KRAS;MCM10	86;937
ENSG00000116353	MECR	ENSP00000263702	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000256078;ENSP00000266544	KRAS;NDUFA9	151;51
ENSG00000116353	MECR	ENSP00000263702	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000216484;ENSP00000266544;ENSP00000449079	SPTLC2;NDUFA9;RDH12	65;51;64
ENSG00000116353	MECR	ENSP00000362896	MONDO_0009723	Leigh syndrome	MONDO_0021147	disorder of development or morphogenesis	False	ENSP00000256078;ENSP00000266544	KRAS;NDUFA9	151;51
ENSG00000116353	MECR	ENSP00000362896	MONDO_0009723	Leigh syndrome	MONDO_0005071	nervous system disorder	False	ENSP00000216484;ENSP00000266544;ENSP00000449079	SPTLC2;NDUFA9;RDH12	65;51;64
ENSG00000112282	MED23	ENSP00000346588	MONDO_0000508	syndromic intellectual disability	MONDO_0002025	psychiatric disorder	False			
ENSG00000112282	MED23	ENSP00000346588	MONDO_0000508	syndromic intellectual disability	MONDO_0005071	nervous system disorder	True	ENSP00000292035;ENSP00000420608	MED27;EMC1	959;129
ENSG00000112282	MED23	ENSP00000357047	MONDO_0000508	syndromic intellectual disability	MONDO_0002025	psychiatric disorder	False			
ENSG00000112282	MED23	ENSP00000357047	MONDO_0000508	syndromic intellectual disability	MONDO_0005071	nervous system disorder	True	ENSP00000292035;ENSP00000420608	MED27;EMC1	959;129
ENSG00000112282	MED23	ENSP00000357039	MONDO_0000508	syndromic intellectual disability	MONDO_0002025	psychiatric disorder	False			
ENSG00000112282	MED23	ENSP00000357039	MONDO_0000508	syndromic intellectual disability	MONDO_0005071	nervous system disorder	True	ENSP00000292035;ENSP00000420608	MED27;EMC1	959;129
ENSG00000112282	MED23	ENSP00000357032	MONDO_0000508	syndromic intellectual disability	MONDO_0002025	psychiatric disorder	False			
ENSG00000112282	MED23	ENSP00000357032	MONDO_0000508	syndromic intellectual disability	MONDO_0005071	nervous system disorder	True	ENSP00000292035;ENSP00000420608	MED27;EMC1	959;129
ENSG00000112282	MED23	ENSP00000445072	MONDO_0000508	syndromic intellectual disability	MONDO_0002025	psychiatric disorder	False			
ENSG00000112282	MED23	ENSP00000445072	MONDO_0000508	syndromic intellectual disability	MONDO_0005071	nervous system disorder	True	ENSP00000292035;ENSP00000420608	MED27;EMC1	959;129
ENSG00000160563	MED27	ENSP00000349530	MONDO_0859137	neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia	MONDO_0005071	nervous system disorder	True	ENSP00000283131;ENSP00000355013;ENSP00000357047;ENSP00000359297;ENSP00000359567	SMARCA5;CTR9;MED23;NSDHL;SOX3	60;57;959;108;45
ENSG00000160563	MED27	ENSP00000292035	MONDO_0859137	neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia	MONDO_0005071	nervous system disorder	True	ENSP00000283131;ENSP00000355013;ENSP00000357047;ENSP00000359297;ENSP00000359567	SMARCA5;CTR9;MED23;NSDHL;SOX3	60;57;959;108;45
