	gene_name	hgnc_id	disease_label	mondo_disease_id	classification	chromosome	start	end	strand	gene_id	transcript_id	protein_id	uniprot_id	entrez_id	mondo_ancestor_id	ancestor_label	case/control
422	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000265602	ENSP00000265602	Q8N157	54806	MONDO_0005071	nervous system disorder	case
423	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000367800	ENSP00000356774	Q8N157	54806	MONDO_0021147	disorder of development or morphogenesis	case
424	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000367800	ENSP00000356774	Q8N157	54806	MONDO_0024458	disorder of visual system	case
425	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000367800	ENSP00000356774	Q8N157	54806	MONDO_0005071	nervous system disorder	case
426	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000457866	ENSP00000388650	Q8N157	54806	MONDO_0021147	disorder of development or morphogenesis	case
427	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000457866	ENSP00000388650	Q8N157	54806	MONDO_0024458	disorder of visual system	case
428	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000457866	ENSP00000388650	Q8N157	54806	MONDO_0005071	nervous system disorder	case
429	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000681340	ENSP00000505666	Q8N157	54806	MONDO_0021147	disorder of development or morphogenesis	case
430	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000681340	ENSP00000505666	Q8N157	54806	MONDO_0024458	disorder of visual system	case
431	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000681340	ENSP00000505666	Q8N157	54806	MONDO_0005071	nervous system disorder	case
432	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000531788	ENSP00000432167	Q8N157	54806	MONDO_0021147	disorder of development or morphogenesis	case
433	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000531788	ENSP00000432167	Q8N157	54806	MONDO_0024458	disorder of visual system	case
434	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000531788	ENSP00000432167	Q8N157	54806	MONDO_0005071	nervous system disorder	case
435	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000327035	ENSP00000322478	Q8N157	54806	MONDO_0021147	disorder of development or morphogenesis	case
436	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000327035	ENSP00000322478	Q8N157	54806	MONDO_0024458	disorder of visual system	case
437	AHI1	HGNC:21575	Joubert syndrome 3	MONDO_0012078	Definitive	6	135283407.0	135498434.0	-	ENSG00000135541	ENST00000327035	ENSP00000322478	Q8N157	54806	MONDO_0005071	nervous system disorder	case
438	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000675050	ENSP00000502606	O95831	9131	MONDO_0021147	disorder of development or morphogenesis	control
439	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000675050	ENSP00000502606	O95831	9131	MONDO_0005071	nervous system disorder	control
440	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000676229	ENSP00000502184	O95831	9131	MONDO_0021147	disorder of development or morphogenesis	control
441	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000676229	ENSP00000502184	O95831	9131	MONDO_0005071	nervous system disorder	control
442	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000535724	ENSP00000446113	O95831	9131	MONDO_0021147	disorder of development or morphogenesis	control
443	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000535724	ENSP00000446113	O95831	9131	MONDO_0005071	nervous system disorder	control
444	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000527892	ENSP00000435955	O95831	9131	MONDO_0021147	disorder of development or morphogenesis	control
445	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000527892	ENSP00000435955	O95831	9131	MONDO_0005071	nervous system disorder	control
446	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000346424	ENSP00000316320	O95831	9131	MONDO_0021147	disorder of development or morphogenesis	control
447	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000346424	ENSP00000316320	O95831	9131	MONDO_0005071	nervous system disorder	control
448	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000287295	ENSP00000287295	O95831	9131	MONDO_0021147	disorder of development or morphogenesis	control
449	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000287295	ENSP00000287295	O95831	9131	MONDO_0005071	nervous system disorder	control
450	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000674997	ENSP00000502124	O95831	9131	MONDO_0021147	disorder of development or morphogenesis	control
451	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000674997	ENSP00000502124	O95831	9131	MONDO_0005071	nervous system disorder	control
452	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000675774	ENSP00000502690	O95831	9131	MONDO_0021147	disorder of development or morphogenesis	control
453	AIFM1	HGNC:8768	Leigh syndrome	MONDO_0009723	Moderate	X	130124666.0	130165879.0	-	ENSG00000156709	ENST00000675774	ENSP00000502690	O95831	9131	MONDO_0005071	nervous system disorder	control
454	AIRE	HGNC:360	autoimmune polyendocrine syndrome type 1	MONDO_0009411	Definitive	21	44285838.0	44298648.0	+	ENSG00000160224	ENST00000291582	ENSP00000291582	O43918	326	MONDO_0005151	endocrine system disorder	case
455	AIRE	HGNC:360	autoimmune polyendocrine syndrome type 1	MONDO_0009411	Definitive	21	44285838.0	44298648.0	+	ENSG00000160224	ENST00000291582	ENSP00000291582	O43918	326	MONDO_0005046	immune system disorder	case
456	AK2	HGNC:362	reticular dysgenesis	MONDO_0009973	Definitive	1	33007986.0	33080996.0	-	ENSG00000004455	ENST00000373449	ENSP00000362548	P54819	204	MONDO_0005046	immune system disorder	case
457	AK2	HGNC:362	reticular dysgenesis	MONDO_0009973	Definitive	1	33007986.0	33080996.0	-	ENSG00000004455	ENST00000672715	ENSP00000499935	P54819	204	MONDO_0005046	immune system disorder	case
458	AK7	HGNC:20091	spermatogenic failure 27	MONDO_0054731	Limited	14	96392128.0	96489427.0	+	ENSG00000140057	ENST00000267584	ENSP00000267584	Q96M32	122481	MONDO_0005039	reproductive system disorder	
459	AK7	HGNC:20091	primary ciliary dyskinesia	MONDO_0016575	Disputed	14	96392128.0	96489427.0	+	ENSG00000140057	ENST00000267584	ENSP00000267584	Q96M32	122481	MONDO_0005087	respiratory system disorder	control
460	AKAP9	HGNC:379	long QT syndrome	MONDO_0002442	Disputed	7	91940840.0	92110673.0	+	ENSG00000127914	ENST00000356239	ENSP00000348573	Q99996	10142			control
461	AKAP9	HGNC:379	long QT syndrome	MONDO_0002442	Disputed	7	91940840.0	92110673.0	+	ENSG00000127914	ENST00000680766	ENSP00000505204	Q99996	10142			control
462	AKR1D1	HGNC:388	congenital bile acid synthesis defect 2	MONDO_0009339	Definitive	7	138002324.0	138118305.0	+	ENSG00000122787	ENST00000432161	ENSP00000389197	P51857	6718			case
463	AKR1D1	HGNC:388	congenital bile acid synthesis defect 2	MONDO_0009339	Definitive	7	138002324.0	138118305.0	+	ENSG00000122787	ENST00000411726	ENSP00000402374	P51857	6718			case
464	AKR1D1	HGNC:388	congenital bile acid synthesis defect 2	MONDO_0009339	Definitive	7	138002324.0	138118305.0	+	ENSG00000122787	ENST00000242375	ENSP00000242375	P51857	6718			case
465	AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000336199	ENSP00000336943	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis	case
466	AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000336199	ENSP00000336943	Q9Y243	10000	MONDO_0005071	nervous system disorder	case
467	AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000366540	ENSP00000355498	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis	case
468	AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000366540	ENSP00000355498	Q9Y243	10000	MONDO_0005071	nervous system disorder	case
469	AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000673466	ENSP00000500582	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis	case
470	AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000673466	ENSP00000500582	Q9Y243	10000	MONDO_0005071	nervous system disorder	case
471	AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000680118	ENSP00000505276	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis	case
472	AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000680118	ENSP00000505276	Q9Y243	10000	MONDO_0005071	nervous system disorder	case
473	AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000263826	ENSP00000263826	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis	case
474	AKT3	HGNC:393	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	Definitive	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000263826	ENSP00000263826	Q9Y243	10000	MONDO_0005071	nervous system disorder	case
475	AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000336199	ENSP00000336943	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis	
476	AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000336199	ENSP00000336943	Q9Y243	10000	MONDO_0005071	nervous system disorder	
477	AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000366540	ENSP00000355498	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis	
478	AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000366540	ENSP00000355498	Q9Y243	10000	MONDO_0005071	nervous system disorder	
479	AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000673466	ENSP00000500582	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis	
480	AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000673466	ENSP00000500582	Q9Y243	10000	MONDO_0005071	nervous system disorder	
481	AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000680118	ENSP00000505276	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis	
482	AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000680118	ENSP00000505276	Q9Y243	10000	MONDO_0005071	nervous system disorder	
483	AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000263826	ENSP00000263826	Q9Y243	10000	MONDO_0021147	disorder of development or morphogenesis	
484	AKT3	HGNC:393	microcephaly	MONDO_0001149	Limited	1	243488233.0	243851079.0	-	ENSG00000117020	ENST00000263826	ENSP00000263826	Q9Y243	10000	MONDO_0005071	nervous system disorder	
485	ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000396198	ENSP00000379501	P22557	212	MONDO_0002051	integumentary system disorder	case
486	ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000396198	ENSP00000379501	P22557	212	MONDO_0004335	digestive system disorder	case
487	ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000396198	ENSP00000379501	P22557	212	MONDO_0005151	endocrine system disorder	case
488	ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000650242	ENSP00000497236	P22557	212	MONDO_0002051	integumentary system disorder	case
489	ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000650242	ENSP00000497236	P22557	212	MONDO_0004335	digestive system disorder	case
490	ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000650242	ENSP00000497236	P22557	212	MONDO_0005151	endocrine system disorder	case
491	ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000335854	ENSP00000337131	P22557	212	MONDO_0002051	integumentary system disorder	case
492	ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000335854	ENSP00000337131	P22557	212	MONDO_0004335	digestive system disorder	case
493	ALAS2	HGNC:397	X-linked erythropoietic protoporphyria	MONDO_0010420	Definitive	X	55009055.0	55030977.0	-	ENSG00000158578	ENST00000335854	ENSP00000337131	P22557	212	MONDO_0005151	endocrine system disorder	case
494	ALDH18A1	HGNC:9722	P5CS deficiency	MONDO_0100126	Definitive	10	95605941.0	95656711.0	-	ENSG00000059573	ENST00000371224	ENSP00000360268	P54886	5832			case
495	ALDH18A1	HGNC:9722	P5CS deficiency	MONDO_0100126	Definitive	10	95605941.0	95656711.0	-	ENSG00000059573	ENST00000371221	ENSP00000360265	P54886	5832			case
496	ALDH5A1	HGNC:408	succinic semialdehyde dehydrogenase deficiency	MONDO_0010083	Definitive	6	24494867.0	24537207.0	+	ENSG00000112294	ENST00000348925	ENSP00000314649	P51649	7915			case
497	ALDH5A1	HGNC:408	succinic semialdehyde dehydrogenase deficiency	MONDO_0010083	Definitive	6	24494867.0	24537207.0	+	ENSG00000112294	ENST00000357578	ENSP00000350191	P51649	7915			case
498	ALG1	HGNC:18294	ALG1-congenital disorder of glycosylation	MONDO_0012052	Definitive	16	5033702.0	5087379.0	+	ENSG00000033011	ENST00000588623	ENSP00000468118	Q9BT22	56052			case
499	ALG1	HGNC:18294	ALG1-congenital disorder of glycosylation	MONDO_0012052	Definitive	16	5033702.0	5087379.0	+	ENSG00000033011	ENST00000262374	ENSP00000262374	Q9BT22	56052			case
500	ALG1	HGNC:18294	ALG1-congenital disorder of glycosylation	MONDO_0012052	Definitive	16	5033702.0	5087379.0	+	ENSG00000033011	ENST00000544428	ENSP00000440019	Q9BT22	56052			case
501	ALG1	HGNC:18294	ALG1-congenital disorder of glycosylation	MONDO_0012052	Definitive	16	5033702.0	5087379.0	+	ENSG00000033011	ENST00000683739	ENSP00000507002	Q9BT22	56052			case
502	ALG11	HGNC:32456	ALG11-congenital disorder of glycosylation	MONDO_0013349	Moderate	13	52012391.0	52079232.0	+	ENSG00000253710	ENST00000521508	ENSP00000430236	Q2TAA5	440138			control
503	ALG12	HGNC:19358	ALG12-congenital disorder of glycosylation	MONDO_0011783	Definitive	22	49900229.0	49918438.0	-	ENSG00000182858	ENST00000330817	ENSP00000333813	Q9BV10	79087			case
504	ALG14	HGNC:28287	congenital disorder of glycosylation	MONDO_0015286	Limited	1	94974405.0	95072951.0	-	ENSG00000172339	ENST00000370205	ENSP00000359224	Q96F25	199857			
505	ALG2	HGNC:23159	ALG2-congenital disorder of glycosylation	MONDO_0011933	Strong	9	99216425.0	99221942.0	-	ENSG00000119523	ENST00000476832	ENSP00000417764	Q9H553	85365			case
506	ALG2	HGNC:23159	ALG2-congenital disorder of glycosylation	MONDO_0011933	Strong	9	99216425.0	99221942.0	-	ENSG00000119523	ENST00000319033	ENSP00000326609	Q9H553	85365			case
507	ALG3	HGNC:23056	ALG3-congenital disorder of glycosylation	MONDO_0010998	Definitive	3	184242301.0	184249548.0	-	ENSG00000214160	ENST00000397676	ENSP00000380793	Q92685	10195			case
508	ALG3	HGNC:23056	ALG3-congenital disorder of glycosylation	MONDO_0010998	Definitive	3	184242301.0	184249548.0	-	ENSG00000214160	ENST00000445626	ENSP00000402744	Q92685	10195			case
509	ALG6	HGNC:23157	ALG6-congenital disorder of glycosylation 1C	MONDO_0011291	Definitive	1	63367575.0	63438553.0	+	ENSG00000088035	ENST00000263440	ENSP00000263440	Q9Y672	29929			case
510	ALG6	HGNC:23157	cystic kidney disease	MONDO_0002473	Limited	1	63367575.0	63438553.0	+	ENSG00000088035	ENST00000263440	ENSP00000263440	Q9Y672	29929	MONDO_0002118	urinary system disorder	
511	ALG9	HGNC:15672	ALG9-associated autosomal dominant polycystic kidney disease	MONDO_0700000	Definitive	11	111782195.0	111871581.0	-	ENSG00000086848	ENST00000616540	ENSP00000482437	Q9H6U8	79796	MONDO_0002118	urinary system disorder	case
512	ALG9	HGNC:15672	ALG9-associated autosomal dominant polycystic kidney disease	MONDO_0700000	Definitive	11	111782195.0	111871581.0	-	ENSG00000086848	ENST00000614444	ENSP00000484200	Q9H6U8	79796	MONDO_0002118	urinary system disorder	case
513	ALG9	HGNC:15672	ALG9-associated autosomal dominant polycystic kidney disease	MONDO_0700000	Definitive	11	111782195.0	111871581.0	-	ENSG00000086848	ENST00000531154	ENSP00000435517	Q9H6U8	79796	MONDO_0002118	urinary system disorder	case
514	ALG9	HGNC:15672	ALG9-associated autosomal dominant polycystic kidney disease	MONDO_0700000	Definitive	11	111782195.0	111871581.0	-	ENSG00000086848	ENST00000398006	ENSP00000381090	Q9H6U8	79796	MONDO_0002118	urinary system disorder	case
515	ALPK3	HGNC:17574	hypertrophic cardiomyopathy	MONDO_0005045	Definitive	15	84817356.0	84873479.0	+	ENSG00000136383	ENST00000258888	ENSP00000258888	Q96L96	57538	MONDO_0002081	musculoskeletal system disorder	case
516	ALPK3	HGNC:17574	hypertrophic cardiomyopathy	MONDO_0005045	Definitive	15	84817356.0	84873479.0	+	ENSG00000136383	ENST00000258888	ENSP00000258888	Q96L96	57538	MONDO_0004995	cardiovascular disorder	case
517	ALS2	HGNC:443	ALS2-related motor neuron disease	MONDO_0100227	Definitive	2	201700267.0	201782112.0	-	ENSG00000003393	ENST00000264276	ENSP00000264276	Q96Q42	57679	MONDO_0005071	nervous system disorder	case
518	ALS2	HGNC:443	ALS2-related motor neuron disease	MONDO_0100227	Definitive	2	201700267.0	201782112.0	-	ENSG00000003393	ENST00000679435	ENSP00000505218	Q96Q42	57679	MONDO_0005071	nervous system disorder	case
519	ALS2	HGNC:443	ALS2-related motor neuron disease	MONDO_0100227	Definitive	2	201700267.0	201782112.0	-	ENSG00000003393	ENST00000680861	ENSP00000505043	Q96Q42	57679	MONDO_0005071	nervous system disorder	case
520	ALS2	HGNC:443	ALS2-related motor neuron disease	MONDO_0100227	Definitive	2	201700267.0	201782112.0	-	ENSG00000003393	ENST00000679516	ENSP00000505187	Q96Q42	57679	MONDO_0005071	nervous system disorder	case
521	ALS2	HGNC:443	ALS2-related motor neuron disease	MONDO_0100227	Definitive	2	201700267.0	201782112.0	-	ENSG00000003393	ENST00000680163	ENSP00000505092	Q96Q42	57679	MONDO_0005071	nervous system disorder	case
522	ALS2	HGNC:443	ALS2-related motor neuron disease	MONDO_0100227	Definitive	2	201700267.0	201782112.0	-	ENSG00000003393	ENST00000467448	ENSP00000429223	Q96Q42	57679	MONDO_0005071	nervous system disorder	case
523	ALS2	HGNC:443	ALS2-related motor neuron disease	MONDO_0100227	Definitive	2	201700267.0	201782112.0	-	ENSG00000003393	ENST00000680188	ENSP00000505665	Q96Q42	57679	MONDO_0005071	nervous system disorder	case
524	ALS2	HGNC:443	ALS2-related motor neuron disease	MONDO_0100227	Definitive	2	201700267.0	201782112.0	-	ENSG00000003393	ENST00000679503	ENSP00000505968	Q96Q42	57679	MONDO_0005071	nervous system disorder	case
525	ALS2	HGNC:443	ALS2-related motor neuron disease	MONDO_0100227	Definitive	2	201700267.0	201782112.0	-	ENSG00000003393	ENST00000409632	ENSP00000386384	Q96Q42	57679	MONDO_0005071	nervous system disorder	case
526	ALX1	HGNC:1494	frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome	MONDO_0013271	Definitive	12	85280220.0	85301784.0	+	ENSG00000180318	ENST00000316824	ENSP00000315417	Q15699	8092	MONDO_0021147	disorder of development or morphogenesis	case
527	ALX1	HGNC:1494	frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome	MONDO_0013271	Definitive	12	85280220.0	85301784.0	+	ENSG00000180318	ENST00000316824	ENSP00000315417	Q15699	8092	MONDO_0002081	musculoskeletal system disorder	case
528	ALX3	HGNC:449	frontorhiny	MONDO_0007636	Definitive	1	110059870.0	110070672.0	-	ENSG00000156150	ENST00000647563	ENSP00000497310	O95076	257	MONDO_0021147	disorder of development or morphogenesis	case
529	ALX3	HGNC:449	frontorhiny	MONDO_0007636	Definitive	1	110059870.0	110070672.0	-	ENSG00000156150	ENST00000647563	ENSP00000497310	O95076	257	MONDO_0002081	musculoskeletal system disorder	case
530	AMACR	HGNC:451	alpha-methylacyl-CoA racemase deficiency	MONDO_0013681	Moderate	5	33986165.0	34008104.0	-	ENSG00000242110	ENST00000335606	ENSP00000334424	Q9UHK6	23600			control
531	AMACR	HGNC:451	alpha-methylacyl-CoA racemase deficiency	MONDO_0013681	Moderate	5	33986165.0	34008104.0	-	ENSG00000242110	ENST00000382072	ENSP00000371504	Q9UHK6	23600			control
532	AMACR	HGNC:451	alpha-methylacyl-CoA racemase deficiency	MONDO_0013681	Moderate	5	33986165.0	34008104.0	-	ENSG00000242110	ENST00000506639	ENSP00000427227	Q9UHK6	23600			control
533	AMACR	HGNC:451	alpha-methylacyl-CoA racemase deficiency	MONDO_0013681	Moderate	5	33986165.0	34008104.0	-	ENSG00000242110	ENST00000382085	ENSP00000371517	Q9UHK6	23600			control
534	AMER1	HGNC:26837	osteopathia striata with cranial sclerosis	MONDO_0010310	Definitive	X	64185117.0	64205708.0	-	ENSG00000184675	ENST00000374869	ENSP00000364003	Q5JTC6	139285	MONDO_0002081	musculoskeletal system disorder	case
535	ANAPC1	HGNC:19988	Rothmund-Thomson syndrome type 1	MONDO_0016368	Moderate	2	111611639.0	111884690.0	-	ENSG00000153107	ENST00000341068	ENSP00000339109	Q9H1A4	64682	MONDO_0021147	disorder of development or morphogenesis	control
536	ANAPC1	HGNC:19988	Rothmund-Thomson syndrome type 1	MONDO_0016368	Moderate	2	111611639.0	111884690.0	-	ENSG00000153107	ENST00000341068	ENSP00000339109	Q9H1A4	64682	MONDO_0002051	integumentary system disorder	control
537	ANAPC1	HGNC:19988	Rothmund-Thomson syndrome type 1	MONDO_0016368	Moderate	2	111611639.0	111884690.0	-	ENSG00000153107	ENST00000341068	ENSP00000339109	Q9H1A4	64682	MONDO_0045024	cancer or benign tumor	control
538	ANG	HGNC:483	amyotrophic lateral sclerosis type 9	MONDO_0012753	Limited	14	20684177.0	20698971.0	+	ENSG00000214274	ENST00000336811	ENSP00000336762	P03950	283	MONDO_0005071	nervous system disorder	
539	ANG	HGNC:483	amyotrophic lateral sclerosis type 9	MONDO_0012753	Limited	14	20684177.0	20698971.0	+	ENSG00000214274	ENST00000397990	ENSP00000381077	P03950	283	MONDO_0005071	nervous system disorder	
540	ANGPT1	HGNC:484	primary congenital glaucoma	MONDO_0000365	Limited	8	107249482.0	107498055.0	-	ENSG00000154188	ENST00000517746	ENSP00000428340	Q15389	284	MONDO_0002022	disorder of orbital region	
541	ANGPT1	HGNC:484	primary congenital glaucoma	MONDO_0000365	Limited	8	107249482.0	107498055.0	-	ENSG00000154188	ENST00000517746	ENSP00000428340	Q15389	284	MONDO_0024458	disorder of visual system	
542	ANGPT1	HGNC:484	primary congenital glaucoma	MONDO_0000365	Limited	8	107249482.0	107498055.0	-	ENSG00000154188	ENST00000297450	ENSP00000297450	Q15389	284	MONDO_0002022	disorder of orbital region	
543	ANGPT1	HGNC:484	primary congenital glaucoma	MONDO_0000365	Limited	8	107249482.0	107498055.0	-	ENSG00000154188	ENST00000297450	ENSP00000297450	Q15389	284	MONDO_0024458	disorder of visual system	
544	ANGPTL3	HGNC:491	familial hypobetalipoproteinemia 2	MONDO_0011505	Definitive	1	62597520.0	62606313.0	+	ENSG00000132855	ENST00000371129	ENSP00000360170	Q9Y5C1	27329			case
545	ANK1	HGNC:492	hereditary spherocytosis	MONDO_0019350	Limited	8	41653220.0	41896741.0	-	ENSG00000029534	ENST00000347528	ENSP00000339620	P16157	286	MONDO_0005570	hematologic disorder	
