gene_id	gene_name	disease_label	mondo_disease_id	efo_ancestor_id	efo_ancestor_label	gwas_association	gwas_id_efo	gwas_label	l2g_score
ENSG00000102125	TAFAZZIN	Barth syndrome	MONDO_0010543	EFO_0000540	immune system disease	False			
ENSG00000102125	TAFAZZIN	Barth syndrome	MONDO_0010543	EFO_0005803	hematologic disease	False			
ENSG00000102125	TAFAZZIN	Barth syndrome	MONDO_0010543	EFO_0009676	musculoskeletal system disease	False			
ENSG00000102125	TAFAZZIN	Barth syndrome	MONDO_0010543	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000102128	RAB40AL	X-linked syndromic intellectual disability	MONDO_0020119	EFO_0000618	nervous system disease	False			
ENSG00000102145	GATA1	GATA1-Related X-Linked Cytopenia	MONDO_0100089	EFO_0005803	hematologic disease	False			
ENSG00000102158	MAGT1	X-linked intellectual disability	MONDO_0100284	EFO_0000618	nervous system disease	False			
ENSG00000102172	SMS	syndromic X-linked intellectual disability Snyder type	MONDO_0010664	EFO_0000618	nervous system disease	False			
ENSG00000102218	RP2	RP2-related retinopathy	MONDO_0100442	EFO_0000524	head and neck disorder	False			
ENSG00000102218	RP2	RP2-related retinopathy	MONDO_0100442	EFO_0000618	nervous system disease	False			
ENSG00000102218	RP2	RP2-related retinopathy	MONDO_0100442	MONDO_0024458	disorder of visual system	False			
ENSG00000102225	CDK16	X-linked complex neurodevelopmental disorder	MONDO_0100148	EFO_0000618	nervous system disease	False			
ENSG00000102245	CD40LG	hyper-IgM syndrome type 1	MONDO_0010626	EFO_0000540	immune system disease	True	EFO_0001060;EFO_1001223;EFO_0003767;EFO_0000729	celiac disease;ulcerative proctosigmoiditis;inflammatory bowel disease;ulcerative colitis	0.08213725538335724;0.07816237691838589;0.13152570404378539;0.6163304711985835
ENSG00000102245	CD40LG	hyper-IgM syndrome type 1	MONDO_0010626	EFO_0005803	hematologic disease	False			
ENSG00000102312	PORCN	focal dermal hypoplasia	MONDO_0010592	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000102359	SRPX2	epilepsy	MONDO_0005027	EFO_0000618	nervous system disease	False			
ENSG00000102383	ZDHHC15	X-linked complex neurodevelopmental disorder	MONDO_0100148	EFO_0000618	nervous system disease	False			
ENSG00000102393	GLA	Fabry disease	MONDO_0010526	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000102678	FGF9	multiple synostoses syndrome	MONDO_0017923	EFO_0009676	musculoskeletal system disease	True	MONDO_0000833	bone remodeling disease	0.5588763566441275
ENSG00000102678	FGF9	multiple synostoses syndrome	MONDO_0017923	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000102683	SGCG	autosomal recessive limb-girdle muscular dystrophy	MONDO_0015152	EFO_0000618	nervous system disease	True	EFO_0009606;EFO_0003870	macular degeneration;brain aneurysm	0.8400385186350108;0.8121415738476229
ENSG00000102683	SGCG	autosomal recessive limb-girdle muscular dystrophy	MONDO_0015152	EFO_0009676	musculoskeletal system disease	True	EFO_0004994;MONDO_0005178;EFO_1000941;EFO_0003943	lumbar disc degeneration;osteoarthritis;frozen shoulder;humerus fracture	0.8598516510981222;0.7474634848165752;0.72273485632641;0.8400385186350108
ENSG00000102805	CLN5	neuronal ceroid lipofuscinosis	MONDO_0016295	EFO_0000618	nervous system disease	False			
ENSG00000102879	CORO1A	severe combined immunodeficiency due to CORO1A deficiency	MONDO_0014168	EFO_0000540	immune system disease	False	EFO_0000729;EFO_0000685	ulcerative colitis;rheumatoid arthritis	0.29382416949504675;0.31218219635637834
ENSG00000102974	CTCF	syndromic intellectual disability	MONDO_0000508	EFO_0000618	nervous system disease	False			
ENSG00000103089	FA2H	hereditary spastic paraplegia 35	MONDO_0012866	EFO_0000618	nervous system disease	False			
ENSG00000103148	NPRL3	focal epilepsy	MONDO_0005384	EFO_0000618	nervous system disease	False			
ENSG00000103197	TSC2	tuberous sclerosis	MONDO_0001734	EFO_0000618	nervous system disease	False			
ENSG00000103197	TSC2	tuberous sclerosis	MONDO_0001734	MONDO_0045024	cancer or benign tumor	False			
ENSG00000103249	CLCN7	autosomal dominant osteopetrosis 2	MONDO_0008156	EFO_0009676	musculoskeletal system disease	False			
ENSG00000103249	CLCN7	autosomal recessive osteopetrosis 4	MONDO_0012676	EFO_0000524	head and neck disorder	False			
ENSG00000103249	CLCN7	autosomal recessive osteopetrosis 4	MONDO_0012676	EFO_0009676	musculoskeletal system disease	False			
ENSG00000103249	CLCN7	autosomal recessive osteopetrosis 4	MONDO_0012676	MONDO_0024458	disorder of visual system	False			
ENSG00000103257	SLC7A5	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	True	EFO_0004698;EFO_0009363	insomnia;chronic central serous retinopathy	0.78666486461459;0.8790044911559212
ENSG00000103313	MEFV	familial Mediterranean fever	MONDO_0018088	EFO_0000540	immune system disease	True	EFO_0003898	ankylosing spondylitis	0.9336101084034396
ENSG00000103313	MEFV	familial Mediterranean fever	MONDO_0018088	EFO_1001986	connective tissue disease	True	EFO_0003898	ankylosing spondylitis	0.9336101084034396
ENSG00000103316	CRYM	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000103335	PIEZO1	dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema	MONDO_0008689	EFO_0005803	hematologic disease	False			
ENSG00000103356	EARS2	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	False			
ENSG00000103356	EARS2	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000103522	IL21R	immunodeficiency disease	MONDO_0021094	EFO_0000540	immune system disease	True	EFO_0003779;EFO_0005140;EFO_0000685;EFO_0003956;EFO_0005854;EFO_0004208;EFO_0000384;EFO_0009460	Hashimoto's thyroiditis;autoimmune disease;rheumatoid arthritis;seasonal allergic rhinitis;allergic rhinitis;Vitiligo;Crohn's disease;ACPA-negative rheumatoid arthritis	0.7207534482535647;0.6346930405350085;0.6721310493419449;0.08884327770203418;0.7692684535720085;0.7125679199659546;0.6327631881332294
ENSG00000103549	RNF40	congenital heart disease	MONDO_0005453	EFO_0000319	cardiovascular disease	False			
ENSG00000103549	RNF40	congenital heart disease	MONDO_0005453	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000103707	MTFMT	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	False			
ENSG00000103707	MTFMT	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000103888	CEMIP	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False	EFO_0003888;EFO_0004698;MONDO_0005277	attention deficit hyperactivity disorder;insomnia;migraine disorder	0.05362341202309029;0.17906309616487198;0.07097678931793253
ENSG00000103942	HOMER2	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False	MONDO_0004985	bipolar disorder	0.38962971757869985
ENSG00000103995	CEP152	microcephaly with or without short stature	MONDO_0100346	EFO_0000618	nervous system disease	False			
ENSG00000103995	CEP152	microcephaly with or without short stature	MONDO_0100346	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000104044	OCA2	oculocutaneous albinism type 2	MONDO_0008746	EFO_0010285	integumentary system disease	True	EFO_0004795;EFO_0004193;EFO_0004198;EFO_0009675;EFO_0005584;MONDO_0002898;EFO_0002496;EFO_0000701;EFO_0000389;EFO_0010176;EFO_0004208;EFO_1000753;EFO_1000763;EFO_0009260;MONDO_0021440;EFO_1000764;EFO_1000760;EFO_0009259;MONDO_0004641;EFO_0003958;EFO_1000695	skin sensitivity to sun;basal cell carcinoma;skin neoplasm;melanocytic nevus;seborrheic keratosis;skin cancer;actinic keratosis;skin disease;cutaneous melanoma;keratinocyte carcinoma;Vitiligo;phototoxic dermatitis;sebaceous gland disease;non-melanoma skin carcinoma;benign neoplasm of skin;seborrheic dermatitis;rosacea;skin carcinoma;skin carcinoma in situ;sunburn;erythematosquamous dermatosis	0.9744725670109553;0.3664794384933961;0.9705523980035767;0.976742927754822;0.37609745128715755;0.3970168667217535;0.12590939295777007;0.07428822889683129;0.9774900437812841;0.9432272939682862;0.13824065051221307
ENSG00000104067	TJP1	arrhythmogenic right ventricular cardiomyopathy	MONDO_0016587	EFO_0000319	cardiovascular disease	False			
ENSG00000104067	TJP1	arrhythmogenic right ventricular cardiomyopathy	MONDO_0016587	EFO_0009676	musculoskeletal system disease	False			
ENSG00000104093	DMXL2	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	True	EFO_0003888;EFO_0004698	attention deficit hyperactivity disorder;insomnia	0.7940284788036291;0.8082885979655365
ENSG00000104133	SPG11	hereditary spastic paraplegia 11	MONDO_0011445	EFO_0000618	nervous system disease	True	MONDO_0004975	Alzheimer disease	0.7876725309691028
ENSG00000104164	BLOC1S6	Hermansky-Pudlak syndrome 9	MONDO_0013606	EFO_0000540	immune system disease	False			
ENSG00000104164	BLOC1S6	Hermansky-Pudlak syndrome 9	MONDO_0013606	EFO_0005803	hematologic disease	False			
ENSG00000104164	BLOC1S6	Hermansky-Pudlak syndrome 9	MONDO_0013606	EFO_0010285	integumentary system disease	False	MONDO_0019278	hair anomaly	0.43394854874017164
ENSG00000104218	CSPP1	Joubert syndrome 21	MONDO_0014288	EFO_0000618	nervous system disease	False	EFO_0003870	brain aneurysm	0.11823817332149275
ENSG00000104218	CSPP1	Joubert syndrome 21	MONDO_0014288	EFO_0000684	respiratory system disease	True	MONDO_0020686	acute tonsillitis	0.8141860654445938
ENSG00000104218	CSPP1	Joubert syndrome 21	MONDO_0014288	EFO_0009676	musculoskeletal system disease	False	EFO_1001152	renal osteodystrophy	0.050317081758381677
ENSG00000104218	CSPP1	Joubert syndrome 21	MONDO_0014288	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000104237	RP1	RP1-related dominant retinopathy	MONDO_0800400	EFO_0000524	head and neck disorder	True	MONDO_0002311	retinal vascular disorder	0.7369690889179533
ENSG00000104237	RP1	RP1-related dominant retinopathy	MONDO_0800400	EFO_0000618	nervous system disease	True	EFO_0003870;MONDO_0005301;MONDO_0002311	brain aneurysm;multiple sclerosis;retinal vascular disorder	0.0885358072088385;0.9999983425373336;0.7369690889179533
ENSG00000104237	RP1	RP1-related dominant retinopathy	MONDO_0800400	MONDO_0024458	disorder of visual system	True	MONDO_0002311	retinal vascular disorder	0.7369690889179533
ENSG00000104237	RP1	RP1-related recessive retinopathy	MONDO_0800399	EFO_0000524	head and neck disorder	True	MONDO_0002311	retinal vascular disorder	0.7369690889179533
ENSG00000104237	RP1	RP1-related recessive retinopathy	MONDO_0800399	EFO_0000618	nervous system disease	True	EFO_0003870;MONDO_0005301;MONDO_0002311	brain aneurysm;multiple sclerosis;retinal vascular disorder	0.0885358072088385;0.9999983425373336;0.7369690889179533
ENSG00000104237	RP1	RP1-related recessive retinopathy	MONDO_0800399	MONDO_0024458	disorder of visual system	True	MONDO_0002311	retinal vascular disorder	0.7369690889179533
ENSG00000104267	CA2	autosomal recessive osteopetrosis 3	MONDO_0009818	EFO_0000524	head and neck disorder	False			
ENSG00000104267	CA2	autosomal recessive osteopetrosis 3	MONDO_0009818	EFO_0009676	musculoskeletal system disease	False			
ENSG00000104267	CA2	autosomal recessive osteopetrosis 3	MONDO_0009818	MONDO_0024458	disorder of visual system	False			
ENSG00000104313	EYA1	branchio-oto-renal syndrome	MONDO_0007029	MONDO_0021147	disorder of development or morphogenesis	True	EFO_0004209	hypospadias	0.7587963466059062
ENSG00000104320	NBN	Nijmegen breakage syndrome	MONDO_0009623	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000104320	NBN	hereditary breast carcinoma	MONDO_0016419	EFO_0009483	breast disease	False			
ENSG00000104320	NBN	hereditary breast carcinoma	MONDO_0016419	MONDO_0045024	cancer or benign tumor	False			
ENSG00000104325	DECR1	progressive encephalopathy with leukodystrophy due to DECR deficiency	MONDO_0014464	EFO_0000618	nervous system disease	False	EFO_0003888;EFO_0004698	attention deficit hyperactivity disorder;insomnia	0.13555646422490503;0.3068022597942099
ENSG00000104331	BPNT2	chondrodysplasia with joint dislocations, gPAPP type	MONDO_0013561	EFO_0009676	musculoskeletal system disease	True	EFO_0000685;EFO_0005279;EFO_0005423;MONDO_0000833;MONDO_0005178	rheumatoid arthritis;temporomandibular joint disorder;adolescent idiopathic scoliosis;bone remodeling disease;osteoarthritis	0.6813913680326579;0.489608274526587;0.8598516510981222;0.8386723651041764;0.11506834465915905
ENSG00000104365	IKBKB	severe combined immunodeficiency due to IKK2 deficiency	MONDO_0014267	EFO_0000540	immune system disease	True	MONDO_0007915;EFO_0007352	systemic lupus erythematosus;lymphatic system disease	0.7398796523932499;0.1547920690967769
ENSG00000104368	PLAT	thrombophilia, familial, due to decreased release of tissue plasminogen activator	MONDO_0012872	EFO_0005803	hematologic disease	False			
ENSG00000104381	GDAP1	Charcot-Marie-Tooth disease	MONDO_0015626	EFO_0000618	nervous system disease	False	EFO_0009668;EFO_1001908;EFO_0009570	external ear disease;phobic disorder;tympanic membrane disease	0.09570600631666981;0.12327938828970154;0.1366375834241896
ENSG00000104413	ESRP1	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False			
ENSG00000104450	SPAG1	primary ciliary dyskinesia 28	MONDO_0014216	EFO_0000684	respiratory system disease	True	EFO_0009680	pleural empyema	0.7342779063648875
ENSG00000104723	TUSC3	intellectual disability	MONDO_0001071	EFO_0000618	nervous system disease	True	EFO_0005669;MONDO_0000648;EFO_0004270;EFO_0003888	intracerebral hemorrhage;nervous system benign neoplasm;restless legs syndrome;attention deficit hyperactivity disorder	0.8118188806068793;0.6591532771840074;0.8235024107019577;0.055132558443995484
ENSG00000104728	ARHGEF10	autosomal dominant slowed nerve conduction velocity	MONDO_0011998	EFO_0000618	nervous system disease	True	MONDO_0001627;EFO_1001998	dementia;complex regional pain syndrome	0.8295584980404153;0.4764745335405368
ENSG00000104738	MCM4	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	MONDO_0012383	EFO_0000540	immune system disease	False	MONDO_0004680	primary thrombocytopenia	0.09833987631600566
ENSG00000104774	MAN2B1	alpha-mannosidosis	MONDO_0009561	EFO_0000524	head and neck disorder	False			
ENSG00000104774	MAN2B1	alpha-mannosidosis	MONDO_0009561	EFO_0009676	musculoskeletal system disease	False			
ENSG00000104774	MAN2B1	alpha-mannosidosis	MONDO_0009561	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000104774	MAN2B1	alpha-mannosidosis	MONDO_0009561	MONDO_0024458	disorder of visual system	False			
ENSG00000104833	TUBB4A	TUBB4A-related neurologic disorder	MONDO_0800470	EFO_0000618	nervous system disease	False			
ENSG00000104856	RELB	immunodeficiency 53	MONDO_0054696	EFO_0000540	immune system disease	False			
ENSG00000104880	ARHGEF18	inherited retinal dystrophy	MONDO_0019118	EFO_0000524	head and neck disorder	False			
ENSG00000104880	ARHGEF18	inherited retinal dystrophy	MONDO_0019118	EFO_0000618	nervous system disease	False			
ENSG00000104880	ARHGEF18	inherited retinal dystrophy	MONDO_0019118	MONDO_0024458	disorder of visual system	False			
ENSG00000104883	PEX11G	peroxisome biogenesis disorder	MONDO_0019234	EFO_0000618	nervous system disease	False			
ENSG00000104884	ERCC2	xeroderma pigmentosum group D	MONDO_0010212	EFO_0010285	integumentary system disease	False			
ENSG00000104889	RNASEH2A	RNASEH2A-related type 1 interferonopathy	MONDO_0700259	EFO_1001986	connective tissue disease	False			
ENSG00000104967	NOVA2	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	False	EFO_0005772;MONDO_0001627	neurodegenerative disease;dementia	0.4896359046083953;0.056554530337071085
ENSG00000104973	MED25	Charcot-Marie-Tooth disease type 2B2	MONDO_0011570	EFO_0000618	nervous system disease	False			
ENSG00000105048	TNNT1	nemaline myopathy	MONDO_0018958	EFO_0009676	musculoskeletal system disease	False			
ENSG00000105048	TNNT1	nemaline myopathy 5	MONDO_0011539	EFO_0009676	musculoskeletal system disease	False			
ENSG00000105227	PRX	Charcot-Marie-Tooth disease type 4	MONDO_0018995	EFO_0000618	nervous system disease	False			
ENSG00000105357	MYH14	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	True	EFO_1001176	sensorineural hearing loss	0.9496996512143911
ENSG00000105369	CD79A	agammaglobulinemia 3, autosomal recessive	MONDO_0013288	EFO_0000540	immune system disease	False			
ENSG00000105369	CD79A	agammaglobulinemia 3, autosomal recessive	MONDO_0013288	EFO_0005803	hematologic disease	False			
ENSG00000105372	RPS19	Diamond-Blackfan anemia	MONDO_0015253	EFO_0005803	hematologic disease	False			
ENSG00000105379	ETFB	multiple acyl-CoA dehydrogenase deficiency	MONDO_0009282	EFO_0000319	cardiovascular disease	False			
ENSG00000105379	ETFB	multiple acyl-CoA dehydrogenase deficiency	MONDO_0009282	EFO_0009676	musculoskeletal system disease	False			
ENSG00000105379	ETFB	multiple acyl-CoA dehydrogenase deficiency	MONDO_0009282	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000105392	CRX	cone-rod dystrophy 2	MONDO_0007362	EFO_0000524	head and neck disorder	True	MONDO_0004892	refractive error	0.9472272162967696
ENSG00000105392	CRX	cone-rod dystrophy 2	MONDO_0007362	EFO_0000618	nervous system disease	False			
ENSG00000105392	CRX	cone-rod dystrophy 2	MONDO_0007362	MONDO_0024458	disorder of visual system	True	MONDO_0004892	refractive error	0.9472272162967696
ENSG00000105409	ATP1A3	ATP1A3-associated neurological disorder	MONDO_0700002	EFO_0000618	nervous system disease	False			
ENSG00000105429	MEGF8	MEGF8-related Carpenter syndrome	MONDO_0013998	EFO_0009676	musculoskeletal system disease	False			
ENSG00000105429	MEGF8	MEGF8-related Carpenter syndrome	MONDO_0013998	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000105464	GRIN2D	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	False			
ENSG00000105479	ODAD1	primary ciliary dyskinesia 20	MONDO_0014030	EFO_0000684	respiratory system disease	False			
ENSG00000105568	PPP2R1A	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	False			
ENSG00000105607	GCDH	glutaryl-CoA dehydrogenase deficiency	MONDO_0009281	EFO_0000618	nervous system disease	False			
ENSG00000105618	PRPF31	PRPF31-related retinopathy	MONDO_0800395	EFO_0000524	head and neck disorder	False			
ENSG00000105618	PRPF31	PRPF31-related retinopathy	MONDO_0800395	EFO_0000618	nervous system disease	False			
ENSG00000105618	PRPF31	PRPF31-related retinopathy	MONDO_0800395	MONDO_0024458	disorder of visual system	False			
ENSG00000105639	JAK3	T-B+ severe combined immunodeficiency due to JAK3 deficiency	MONDO_0010938	EFO_0000540	immune system disease	False			
ENSG00000105647	PIK3R2	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	EFO_0000618	nervous system disease	False			
ENSG00000105647	PIK3R2	overgrowth syndrome and/or cerebral malformations due to abnormalities in MTOR pathway genes	MONDO_0100283	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000105664	COMP	COMP-related skeletal dysplasia	MONDO_0100593	EFO_0009676	musculoskeletal system disease	False			
ENSG00000105695	MAG	complex hereditary spastic paraplegia	MONDO_0015150	EFO_0000618	nervous system disease	False			
ENSG00000105711	SCN1B	Brugada syndrome 1	MONDO_0011001	EFO_0000319	cardiovascular disease	False			
ENSG00000105711	SCN1B	developmental and epileptic encephalopathy	MONDO_0100062	EFO_0000618	nervous system disease	False			
ENSG00000105711	SCN1B	generalized epilepsy with febrile seizures plus	MONDO_0018214	EFO_0000618	nervous system disease	False			
ENSG00000105722	ERF	craniosynostosis 4	MONDO_0010929	EFO_0009676	musculoskeletal system disease	False			
ENSG00000105722	ERF	craniosynostosis 4	MONDO_0010929	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000105755	ETHE1	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	False			
ENSG00000105755	ETHE1	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000105851	PIK3CG	immunodeficiency 97 with autoinflammation	MONDO_0030717	EFO_0000540	immune system disease	False			
ENSG00000105877	DNAH11	primary ciliary dyskinesia 7	MONDO_0012748	EFO_0000684	respiratory system disease	False	EFO_0009673	laryngeal disease	0.23287963687777907
ENSG00000105928	GSDME	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	True	MONDO_0004985;MONDO_0005090;MONDO_0002009;EFO_0003888;EFO_0001358	bipolar disorder;schizophrenia;major depressive disorder;attention deficit hyperactivity disorder;post-traumatic stress disorder	0.8669611979621157;0.4784015279617944;0.7128403277091088;0.691906160697706;0.33457635949574704
ENSG00000105971	CAV2	amyotrophic lateral sclerosis	MONDO_0004976	EFO_0000618	nervous system disease	False	EFO_1001976;MONDO_0004975	cardioembolic stroke;Alzheimer disease	0.2537013481186247;0.23368283476091817
ENSG00000105974	CAV1	amyotrophic lateral sclerosis	MONDO_0004976	EFO_0000618	nervous system disease	True	MONDO_0004975;EFO_1001976	Alzheimer disease;cardioembolic stroke	0.9452725986613664;0.9155937402777282
ENSG00000105974	CAV1	congenital generalized lipodystrophy type 3	MONDO_0012923	EFO_0010285	integumentary system disease	False			
ENSG00000105974	CAV1	congenital generalized lipodystrophy type 3	MONDO_0012923	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000105974	CAV1	lipodystrophy	MONDO_0006573	EFO_0010285	integumentary system disease	False			
ENSG00000105974	CAV1	pulmonary arterial hypertension	MONDO_0015924	EFO_0000319	cardiovascular disease	True	EFO_0000275;EFO_0004269;EFO_0003144;EFO_0003911;EFO_0009493;EFO_0003777;HP_0004763;EFO_1001976;MONDO_0000465	atrial fibrillation;cardiac arrhythmia;heart failure;atrial flutter;paroxysmal tachycardia;heart disease;Paroxysmal supraventricular tachycardia;cardioembolic stroke;atrioventricular block	0.9124667730832208;0.8489089781526532;0.9383924726679248;0.9393110932688022;0.9397657779327097;0.9382507271687225;0.9164707584292504;0.9155937402777282;0.948520671109769
ENSG00000105976	MET	complex neurodevelopmental disorder	MONDO_0100038	EFO_0000618	nervous system disease	False	EFO_0003888;EFO_0004698	attention deficit hyperactivity disorder;insomnia	0.08046999670938987;0.058389236894815615
ENSG00000105976	MET	nonsyndromic genetic hearing loss	MONDO_0019497	EFO_0000618	nervous system disease	False	EFO_0003888;EFO_0004698	attention deficit hyperactivity disorder;insomnia	0.08046999670938987;0.058389236894815615
ENSG00000105976	MET	papillary renal cell carcinoma	MONDO_0017884	EFO_0009690	urinary system disease	False			
ENSG00000105976	MET	papillary renal cell carcinoma	MONDO_0017884	MONDO_0045024	cancer or benign tumor	False			
ENSG00000105991	HOXA1	syndromic intellectual disability	MONDO_0000508	EFO_0000618	nervous system disease	True	MONDO_0005301	multiple sclerosis	0.9419347234738696
ENSG00000105993	DNAJB6	muscular dystrophy, limb-girdle, autosomal dominant	MONDO_0015151	EFO_0000618	nervous system disease	False			
ENSG00000105993	DNAJB6	muscular dystrophy, limb-girdle, autosomal dominant	MONDO_0015151	EFO_0009676	musculoskeletal system disease	True	EFO_0005423;EFO_0000318;EFO_0007374;MONDO_0007915	adolescent idiopathic scoliosis;cardiomyopathy;mixed connective tissue disease;systemic lupus erythematosus	0.518589258231195;0.5778183292744128;0.6731272794159452;0.39079943515110094
ENSG00000106009	BRAT1	neonatal-onset encephalopathy with rigidity and seizures	MONDO_0013784	EFO_0000618	nervous system disease	True	MONDO_0005090;EFO_0003888;MONDO_0004985;EFO_0009963;EFO_0004698;MONDO_0002009;MONDO_0002050	schizophrenia;attention deficit hyperactivity disorder;bipolar disorder;bipolar I disorder;insomnia;major depressive disorder;depressive disorder	0.11506834465915905;0.6523964457950565
ENSG00000106009	BRAT1	neurodevelopmental disorder with cerebellar atrophy and with or without seizures	MONDO_0020841	EFO_0000618	nervous system disease	True	MONDO_0005090;EFO_0003888;MONDO_0004985;EFO_0009963;EFO_0004698;MONDO_0002009;MONDO_0002050	schizophrenia;attention deficit hyperactivity disorder;bipolar disorder;bipolar I disorder;insomnia;major depressive disorder;depressive disorder	0.11506834465915905;0.6523964457950565
ENSG00000106025	TSPAN12	TSPAN12-related exudative vitreoretinopathy	MONDO_0700231	EFO_0000319	cardiovascular disease	False			
ENSG00000106025	TSPAN12	TSPAN12-related exudative vitreoretinopathy	MONDO_0700231	EFO_0000524	head and neck disorder	False			
ENSG00000106025	TSPAN12	TSPAN12-related exudative vitreoretinopathy	MONDO_0700231	EFO_0000618	nervous system disease	False			
ENSG00000106025	TSPAN12	TSPAN12-related exudative vitreoretinopathy	MONDO_0700231	MONDO_0024458	disorder of visual system	False			
ENSG00000106028	SSBP1	Leigh syndrome	MONDO_0009723	EFO_0000618	nervous system disease	False			
ENSG00000106028	SSBP1	Leigh syndrome	MONDO_0009723	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000106028	SSBP1	optic atrophy 13 with retinal and foveal abnormalities	MONDO_0008135	EFO_0000618	nervous system disease	False			
ENSG00000106028	SSBP1	optic atrophy 13 with retinal and foveal abnormalities	MONDO_0008135	MONDO_0024458	disorder of visual system	False			
ENSG00000106105	GARS1	Charcot-Marie-Tooth disease type 2D	MONDO_0011091	EFO_0000618	nervous system disease	False			
ENSG00000106211	HSPB1	Charcot-Marie-Tooth disease axonal type 2F	MONDO_0011687	EFO_0000618	nervous system disease	False			
ENSG00000106331	PAX4	monogenic diabetes	MONDO_0015967	EFO_0000405	digestive system disease	True	MONDO_0005148;EFO_0004593;MONDO_0004247;EFO_0000400;EFO_0001421	type 2 diabetes mellitus;gestational diabetes;peptic ulcer disease;diabetes mellitus;liver disease	0.9710197545855241;0.5550913006579162;0.05597186020946143;0.9273672007556203;0.8611435415257851
ENSG00000106331	PAX4	monogenic diabetes	MONDO_0015967	EFO_0001379	endocrine system disease	True	MONDO_0005148;EFO_0004593;EFO_0000400;EFO_0001421	type 2 diabetes mellitus;gestational diabetes;diabetes mellitus;liver disease	0.9710197545855241;0.5550913006579162;0.9273672007556203;0.8611435415257851
ENSG00000106348	IMPDH1	IMPDH1-related retinopathy	MONDO_1040051	EFO_0000524	head and neck disorder	False			
ENSG00000106348	IMPDH1	IMPDH1-related retinopathy	MONDO_1040051	EFO_0000618	nervous system disease	False			
ENSG00000106348	IMPDH1	IMPDH1-related retinopathy	MONDO_1040051	MONDO_0024458	disorder of visual system	False			
ENSG00000106366	SERPINE1	congenital plasminogen activator inhibitor type 1 deficiency	MONDO_0013227	EFO_0005803	hematologic disease	False			
ENSG00000106367	AP1S1	MEDNIK syndrome	MONDO_0012251	EFO_0010285	integumentary system disease	False			
ENSG00000106462	EZH2	Weaver syndrome	MONDO_0010193	EFO_0009676	musculoskeletal system disease	True	EFO_0004274	gout	0.9194862298925564
ENSG00000106462	EZH2	Weaver syndrome	MONDO_0010193	MONDO_0021147	disorder of development or morphogenesis	False			
ENSG00000106605	BLVRA	hyperbiliverdinemia	MONDO_0013595	EFO_0000405	digestive system disease	False	EFO_0000400;EFO_0001421	diabetes mellitus;liver disease	0.06764179724521918;0.09125646383696065
ENSG00000106605	BLVRA	hyperbiliverdinemia	MONDO_0013595	EFO_0001379	endocrine system disease	False	EFO_0000400;EFO_0001421	diabetes mellitus;liver disease	0.06764179724521918;0.09125646383696065
ENSG00000106617	PRKAG2	PRKAG2-related cardiomyopathy	MONDO_0800484	EFO_0000319	cardiovascular disease	True	EFO_0000537;MONDO_0001302;MONDO_0001134	hypertension;hypertensive heart disease;essential hypertension	0.8333866630801311;0.8753995098206641
